i x y side frame field experiment
65 837 968 sx 93 0 .
66 815 990 sx 93 0 .
67 782 981 sx 93 0 .
68 770 1009 sx 93 0 .
69 739 1012 sx 93 0 .
70 711 1023 sx 93 0 .
71 718 1058 sx 93 0 .
72 746 1072 sx 93 0 .
73 766 1091 sx 93 0 .
74 776 1121 sx 93 0 .
75 806 1115 sx 93 0 .
76 800 1084 sx 93 0 .
77 775 1071 sx 93 0 .
78 758 1046 sx 93 0 .
79 781 1026 sx 93 0 .
80 817 1034 sx 93 0 .
81 833 1042 sx 93 0 .
82 821 1045 sx 93 0 .
83 819 1062 sx 93 0 .
84 810 1090 sx 93 0 .
85 819 1123 sx 93 0 .
86 802 1144 sx 93 0 .
87 781 1156 sx 93 0 .
88 754 1146 sx 93 0 .
89 732 1128 sx 93 0 .
90 703 1136 sx 93 0 .
91 685 1158 sx 93 0 .
92 660 1140 sx 93 0 .
93 659 1114 sx 93 0 .
94 632 1131 sx 93 0 .
95 629 1155 sx 93 0 .
96 614 1128 sx 93 0 .
97 586 1149 sx 93 0 .
98 608 1170 sx 93 0 .
99 623 1195 sx 93 0 .
0 874 511 dx 94 0 .
1 874 519 dx 94 0 .
2 879 528 dx 94 0 .
3 877 538 dx 94 0 .
4 871 544 dx 94 0 .
5 863 547 dx 94 0 .
6 856 550 dx 94 0 .
7 853 557 dx 94 0 .
8 851 566 dx 94 0 .
9 853 574 dx 94 0 .
10 859 582 dx 94 0 .
11 861 592 dx 94 0 .
12 859 602 dx 94 0 .
13 854 610 dx 94 0 .
14 844 612 dx 94 0 .
15 838 605 dx 94 0 .
16 835 600 dx 94 0 .
17 823 604 dx 94 0 .
18 814 600 dx 94 0 .
19 806 599 dx 94 0 .
20 802 592 dx 94 0 .
21 796 598 dx 94 0 .
22 790 602 dx 94 0 .
23 788 611 dx 94 0 .
24 788 621 dx 94 0 .
25 792 628 dx 94 0 .
26 795 636 dx 94 0 .
27 799 644 dx 94 0 .
28 804 650 dx 94 0 .
29 803 660 dx 94 0 .
30 801 669 dx 94 0 .
31 796 675 dx 94 0 .
32 799 683 dx 94 0 .
33 800 692 dx 94 0 .
34 804 700 dx 94 0 .
35 813 700 dx 94 0 .
36 817 706 dx 94 0 .
37 828 706 dx 94 0 .
38 831 714 dx 94 0 .
39 830 724 dx 94 0 .
40 832 733 dx 94 0 .
41 833 740 dx 94 0 .
42 843 741 dx 94 0 .
43 850 746 dx 94 0 .
44 858 742 dx 94 0 .
45 859 733 dx 94 0 .
46 860 724 dx 94 0 .
47 859 715 dx 94 0 .
48 863 708 dx 94 0 .
49 868 701 dx 94 0 .
50 877 700 dx 94 0 .
51 883 706 dx 94 0 .
52 884 716 dx 94 0 .
53 889 721 dx 94 0 .
54 891 729 dx 94 0 .
55 898 734 dx 94 0 .
56 897 743 dx 94 0 .
57 892 750 dx 94 0 .
58 897 758 dx 94 0 .
59 905 761 dx 94 0 .
60 915 762 dx 94 0 .
61 918 772 dx 94 0 .
62 914 780 dx 94 0 .
63 907 787 dx 94 0 .
64 899 791 dx 94 0 .
65 890 789 dx 94 0 .
66 881 789 dx 94 0 .
67 873 792 dx 94 0 .
68 862 790 dx 94 0 .
69 854 790 dx 94 0 .
70 853 797 dx 94 0 .
71 857 809 dx 94 0 .
72 859 821 dx 94 0 .
73 855 829 dx 94 0 .
74 846 830 dx 94 0 .
75 843 838 dx 94 0 .
76 838 844 dx 94 0 .
77 845 847 dx 94 0 .
78 850 852 dx 94 0 .
79 854 859 dx 94 0 .
80 857 851 dx 94 0 .
81 859 843 dx 94 0 .
82 868 844 dx 94 0 .
83 877 839 dx 94 0 .
84 887 842 dx 94 0 .
85 892 848 dx 94 0 .
86 893 857 dx 94 0 .
87 897 865 dx 94 0 .
88 899 875 dx 94 0 .
89 892 880 dx 94 0 .
90 883 881 dx 94 0 .
91 875 885 dx 94 0 .
92 868 887 dx 94 0 .
93 861 892 dx 94 0 .
94 855 897 dx 94 0 .
95 854 906 dx 94 0 .
96 855 916 dx 94 0 .
97 863 917 dx 94 0 .
98 866 926 dx 94 0 .
99 863 937 dx 94 0 .
0 852 513 sx 94 0 .
1 841 515 sx 94 0 .
2 831 518 sx 94 0 .
3 835 533 sx 94 0 .
4 831 539 sx 94 0 .
5 827 547 sx 94 0 .
6 820 554 sx 94 0 .
7 811 558 sx 94 0 .
8 800 559 sx 94 0 .
9 792 560 sx 94 0 .
10 788 551 sx 94 0 .
11 776 550 sx 94 0 .
12 773 561 sx 94 0 .
13 774 572 sx 94 0 .
14 765 576 sx 94 0 .
15 756 580 sx 94 0 .
16 747 583 sx 94 0 .
17 740 591 sx 94 0 .
18 733 596 sx 94 0 .
19 728 604 sx 94 0 .
20 716 600 sx 94 0 .
21 710 593 sx 94 0 .
22 698 591 sx 94 0 .
23 689 597 sx 94 0 .
24 693 612 sx 94 0 .
25 686 617 sx 94 0 .
26 683 629 sx 94 0 .
27 687 641 sx 94 0 .
28 697 645 sx 94 0 .
29 707 640 sx 94 0 .
30 710 631 sx 94 0 .
31 716 625 sx 94 0 .
32 719 634 sx 94 0 .
33 724 643 sx 94 0 .
34 733 648 sx 94 0 .
35 727 655 sx 94 0 .
36 719 658 sx 94 0 .
37 709 664 sx 94 0 .
38 700 658 sx 94 0 .
39 695 649 sx 94 0 .
40 684 653 sx 94 0 .
41 684 664 sx 94 0 .
42 677 670 sx 94 0 .
43 672 680 sx 94 0 .
44 667 689 sx 94 0 .
45 666 700 sx 94 0 .
46 663 711 sx 94 0 .
47 667 721 sx 94 0 .
48 671 731 sx 94 0 .
49 675 740 sx 94 0 .
50 685 744 sx 94 0 .
51 694 740 sx 94 0 .
52 705 742 sx 94 0 .
53 709 750 sx 94 0 .
54 713 762 sx 94 0 .
55 705 770 sx 94 0 .
56 698 774 sx 94 0 .
57 692 781 sx 94 0 .
58 691 771 sx 94 0 .
59 681 768 sx 94 0 .
60 671 762 sx 94 0 .
61 658 762 sx 94 0 .
62 648 768 sx 94 0 .
63 636 766 sx 94 0 .
64 628 773 sx 94 0 .
65 629 785 sx 94 0 .
66 636 792 sx 94 0 .
67 644 797 sx 94 0 .
68 655 798 sx 94 0 .
69 665 802 sx 94 0 .
70 665 813 sx 94 0 .
71 657 819 sx 94 0 .
72 660 833 sx 94 0 .
73 654 836 sx 94 0 .
74 645 841 sx 94 0 .
75 647 852 sx 94 0 .
76 650 862 sx 94 0 .
77 655 872 sx 94 0 .
78 661 881 sx 94 0 .
79 668 889 sx 94 0 .
80 675 897 sx 94 0 .
81 683 902 sx 94 0 .
82 692 908 sx 94 0 .
83 702 914 sx 94 0 .
84 711 917 sx 94 0 .
85 723 918 sx 94 0 .
86 730 925 sx 94 0 .
87 740 929 sx 94 0 .
88 751 932 sx 94 0 .
89 763 929 sx 94 0 .
90 766 919 sx 94 0 .
91 776 917 sx 94 0 .
92 786 918 sx 94 0 .
93 795 921 sx 94 0 .
94 795 934 sx 94 0 .
95 807 937 sx 94 0 .
96 817 931 sx 94 0 .
97 828 932 sx 94 0 .
98 840 933 sx 94 0 .
99 847 938 sx 94 0 .
0 980 7 dx 95 0 .
1 970 24 dx 95 0 .
2 948 31 dx 95 0 .
3 927 39 dx 95 0 .
4 938 57 dx 95 0 .
5 956 68 dx 95 0 .
6 970 52 dx 95 0 .
7 984 71 dx 95 0 .
8 980 98 dx 95 0 .
9 973 121 dx 95 0 .
10 961 138 dx 95 0 .
11 965 164 dx 95 0 .
12 953 182 dx 95 0 .
13 933 170 dx 95 0 .
14 927 147 dx 95 0 .
15 920 124 dx 95 0 .
16 902 112 dx 95 0 .
17 888 126 dx 95 0 .
18 887 151 dx 95 0 .
19 883 175 dx 95 0 .
20 887 202 dx 95 0 .
21 897 220 dx 95 0 .
22 888 245 dx 95 0 .
23 885 270 dx 95 0 .
24 874 290 dx 95 0 .
25 867 308 dx 95 0 .
26 866 335 dx 95 0 .
27 851 352 dx 95 0 .
28 836 369 dx 95 0 .
29 828 392 dx 95 0 .
30 828 415 dx 95 0 .
31 836 436 dx 95 0 .
32 834 463 dx 95 0 .
33 821 481 dx 95 0 .
34 825 502 dx 95 0 .
35 806 516 dx 95 0 .
36 785 523 dx 95 0 .
37 785 547 dx 95 0 .
38 801 560 dx 95 0 .
39 824 551 dx 95 0 .
40 835 533 dx 95 0 .
41 843 515 dx 95 0 .
42 866 504 dx 95 0 .
43 882 519 dx 95 0 .
44 881 492 dx 95 0 .
45 903 489 dx 95 0 .
46 914 510 dx 95 0 .
47 903 527 dx 95 0 .
48 896 549 dx 95 0 .
49 872 545 dx 95 0 .
50 855 558 dx 95 0 .
51 857 582 dx 95 0 .
52 846 606 dx 95 0 .
53 817 605 dx 95 0 .
54 793 600 dx 95 0 .
55 792 621 dx 95 0 .
56 803 641 dx 95 0 .
57 818 640 dx 95 0 .
58 838 632 dx 95 0 .
59 858 624 dx 95 0 .
60 874 638 dx 95 0 .
61 894 628 dx 95 0 .
62 913 643 dx 95 0 .
63 903 667 dx 95 0 .
64 888 682 dx 95 0 .
65 870 669 dx 95 0 .
66 863 649 dx 95 0 .
67 840 654 dx 95 0 .
68 822 667 dx 95 0 .
69 799 674 dx 95 0 .
70 801 697 dx 95 0 .
71 824 704 dx 95 0 .
72 829 727 dx 95 0 .
73 839 745 dx 95 0 .
74 860 742 dx 95 0 .
75 862 717 dx 95 0 .
76 879 701 dx 95 0 .
77 891 720 dx 95 0 .
78 900 739 dx 95 0 .
79 916 755 dx 95 0 .
80 913 779 dx 95 0 .
81 889 776 dx 95 0 .
82 864 777 dx 95 0 .
83 854 799 dx 95 0 .
84 850 822 dx 95 0 .
85 842 844 dx 95 0 .
86 851 862 dx 95 0 .
87 860 841 dx 95 0 .
88 885 843 dx 95 0 .
89 898 862 dx 95 0 .
90 891 881 dx 95 0 .
91 866 885 dx 95 0 .
92 856 905 dx 95 0 .
93 861 930 dx 95 0 .
94 835 937 dx 95 0 .
95 814 934 dx 95 0 .
96 795 927 dx 95 0 .
97 777 917 dx 95 0 .
98 788 931 dx 95 0 .
99 794 955 dx 95 0 .
0 803 9 sx 95 0 .
1 781 13 sx 95 0 .
2 768 25 sx 95 0 .
3 778 44 sx 95 0 .
4 796 57 sx 95 0 .
5 786 73 sx 95 0 .
6 784 95 sx 95 0 .
7 789 112 sx 95 0 .
8 787 130 sx 95 0 .
9 783 129 sx 95 0 .
10 763 126 sx 95 0 .
11 754 145 sx 95 0 .
12 746 162 sx 95 0 .
13 733 178 sx 95 0 .
14 710 177 sx 95 0 .
15 688 175 sx 95 0 .
16 667 181 sx 95 0 .
17 649 170 sx 95 0 .
18 630 178 sx 95 0 .
19 624 194 sx 95 0 .
20 639 205 sx 95 0 .
21 656 212 sx 95 0 .
22 668 228 sx 95 0 .
23 688 232 sx 95 0 .
24 703 245 sx 95 0 .
25 717 257 sx 95 0 .
26 736 264 sx 95 0 .
27 737 287 sx 95 0 .
28 759 293 sx 95 0 .
29 766 273 sx 95 0 .
30 776 260 sx 95 0 .
31 803 262 sx 95 0 .
32 796 244 sx 95 0 .
33 795 222 sx 95 0 .
34 809 212 sx 95 0 .
35 826 214 sx 95 0 .
36 828 235 sx 95 0 .
37 826 258 sx 95 0 .
38 807 265 sx 95 0 .
39 803 288 sx 95 0 .
40 821 297 sx 95 0 .
41 808 303 sx 95 0 .
42 785 304 sx 95 0 .
43 765 306 sx 95 0 .
44 746 314 sx 95 0 .
45 758 330 sx 95 0 .
46 777 337 sx 95 0 .
47 799 342 sx 95 0 .
48 804 355 sx 95 0 .
49 802 377 sx 95 0 .
50 787 390 sx 95 0 .
51 766 397 sx 95 0 .
52 746 401 sx 95 0 .
53 732 414 sx 95 0 .
54 727 435 sx 95 0 .
55 717 452 sx 95 0 .
56 701 465 sx 95 0 .
57 690 480 sx 95 0 .
58 672 492 sx 95 0 .
59 661 510 sx 95 0 .
60 669 531 sx 95 0 .
61 678 546 sx 95 0 .
62 685 566 sx 95 0 .
63 693 585 sx 95 0 .
64 691 607 sx 95 0 .
65 674 615 sx 95 0 .
66 660 628 sx 95 0 .
67 672 645 sx 95 0 .
68 682 658 sx 95 0 .
69 673 676 sx 95 0 .
70 663 692 sx 95 0 .
71 669 714 sx 95 0 .
72 675 734 sx 95 0 .
73 689 746 sx 95 0 .
74 708 746 sx 95 0 .
75 715 765 sx 95 0 .
76 698 776 sx 95 0 .
77 673 767 sx 95 0 .
78 654 767 sx 95 0 .
79 636 756 sx 95 0 .
80 621 771 sx 95 0 .
81 635 786 sx 95 0 .
82 653 795 sx 95 0 .
83 671 806 sx 95 0 .
84 688 798 sx 95 0 .
85 705 808 sx 95 0 .
86 690 820 sx 95 0 .
87 676 805 sx 95 0 .
88 663 817 sx 95 0 .
89 636 816 sx 95 0 .
90 640 837 sx 95 0 .
91 649 857 sx 95 0 .
92 658 877 sx 95 0 .
93 674 893 sx 95 0 .
94 691 907 sx 95 0 .
95 710 916 sx 95 0 .
96 729 927 sx 95 0 .
97 752 928 sx 95 0 .
98 770 935 sx 95 0 .
99 777 956 sx 95 0 .
0 842 7 dx 96 0 .
1 836 24 dx 96 0 .
2 820 31 dx 96 0 .
3 827 50 dx 96 0 .
4 843 60 dx 96 0 .
5 865 58 dx 96 0 .
6 870 78 dx 96 0 .
7 884 91 dx 96 0 .
8 894 106 dx 96 0 .
9 888 126 dx 96 0 .
10 893 146 dx 96 0 .
11 890 165 dx 96 0 .
12 888 193 dx 96 0 .
13 894 206 dx 96 0 .
14 896 229 dx 96 0 .
15 889 249 dx 96 0 .
16 888 270 dx 96 0 .
17 876 285 dx 96 0 .
18 861 297 dx 96 0 .
19 867 316 dx 96 0 .
20 865 339 dx 96 0 .
21 851 355 dx 96 0 .
22 837 367 dx 96 0 .
23 831 386 dx 96 0 .
24 826 406 dx 96 0 .
25 832 422 dx 96 0 .
26 844 433 dx 96 0 .
27 860 443 dx 96 0 .
28 854 462 dx 96 0 .
29 834 467 dx 96 0 .
30 817 476 dx 96 0 .
31 825 504 dx 96 0 .
32 810 514 dx 96 0 .
33 790 519 dx 96 0 .
34 785 541 dx 96 0 .
35 799 553 dx 96 0 .
36 816 555 dx 96 0 .
37 828 544 dx 96 0 .
38 831 525 dx 96 0 .
39 844 512 dx 96 0 .
40 866 509 dx 96 0 .
41 878 525 dx 96 0 .
42 871 545 dx 96 0 .
43 856 554 dx 96 0 .
44 850 573 dx 96 0 .
45 855 596 dx 96 0 .
46 837 608 dx 96 0 .
47 815 601 dx 96 0 .
48 794 600 dx 96 0 .
49 791 619 dx 96 0 .
50 801 634 dx 96 0 .
51 811 647 dx 96 0 .
52 823 634 dx 96 0 .
53 839 625 dx 96 0 .
54 859 624 dx 96 0 .
55 873 632 dx 96 0 .
56 887 635 dx 96 0 .
57 901 647 dx 96 0 .
58 920 652 dx 96 0 .
59 916 671 dx 96 0 .
60 902 680 dx 96 0 .
61 879 682 dx 96 0 .
62 870 664 dx 96 0 .
63 863 649 dx 96 0 .
64 849 642 dx 96 0 .
65 840 657 dx 96 0 .
66 822 667 dx 96 0 .
67 801 662 dx 96 0 .
68 797 682 dx 96 0 .
69 808 696 dx 96 0 .
70 826 703 dx 96 0 .
71 829 725 dx 96 0 .
72 845 734 dx 96 0 .
73 855 721 dx 96 0 .
74 864 703 dx 96 0 .
75 880 693 dx 96 0 .
76 895 705 dx 96 0 .
77 902 722 dx 96 0 .
78 918 730 dx 96 0 .
79 922 753 dx 96 0 .
80 913 772 dx 96 0 .
81 896 773 dx 96 0 .
82 880 763 dx 96 0 .
83 863 771 dx 96 0 .
84 851 785 dx 96 0 .
85 859 806 dx 96 0 .
86 851 826 dx 96 0 .
87 851 845 dx 96 0 .
88 860 841 dx 96 0 .
89 881 847 dx 96 0 .
90 892 862 dx 96 0 .
91 899 879 dx 96 0 .
92 878 881 dx 96 0 .
93 859 888 dx 96 0 .
94 853 905 dx 96 0 .
95 858 928 dx 96 0 .
96 838 937 dx 96 0 .
97 817 931 dx 96 0 .
98 802 940 dx 96 0 .
99 795 956 dx 96 0 .
0 806 8 sx 96 0 .
1 788 18 sx 96 0 .
2 773 31 sx 96 0 .
3 790 43 sx 96 0 .
4 804 58 sx 96 0 .
5 792 76 sx 96 0 .
6 792 97 sx 96 0 .
7 787 116 sx 96 0 .
8 770 123 sx 96 0 .
9 754 133 sx 96 0 .
10 748 154 sx 96 0 .
11 741 173 sx 96 0 .
12 728 189 sx 96 0 .
13 707 187 sx 96 0 .
14 687 190 sx 96 0 .
15 672 179 sx 96 0 .
16 654 170 sx 96 0 .
17 638 181 sx 96 0 .
18 619 188 sx 96 0 .
19 615 209 sx 96 0 .
20 612 232 sx 96 0 .
21 620 250 sx 96 0 .
22 640 259 sx 96 0 .
23 660 256 sx 96 0 .
24 683 254 sx 96 0 .
25 701 265 sx 96 0 .
26 719 260 sx 96 0 .
27 741 260 sx 96 0 .
28 757 270 sx 96 0 .
29 776 261 sx 96 0 .
30 793 269 sx 96 0 .
31 806 283 sx 96 0 .
32 820 295 sx 96 0 .
33 811 306 sx 96 0 .
34 788 302 sx 96 0 .
35 768 299 sx 96 0 .
36 759 317 sx 96 0 .
37 764 338 sx 96 0 .
38 778 355 sx 96 0 .
39 773 379 sx 96 0 .
40 761 390 sx 96 0 .
41 746 399 sx 96 0 .
42 736 419 sx 96 0 .
43 741 442 sx 96 0 .
44 748 460 sx 96 0 .
45 757 477 sx 96 0 .
46 773 486 sx 96 0 .
47 767 504 sx 96 0 .
48 754 493 sx 96 0 .
49 737 486 sx 96 0 .
50 729 468 sx 96 0 .
51 710 459 sx 96 0 .
52 687 464 sx 96 0 .
53 682 484 sx 96 0 .
54 673 502 sx 96 0 .
55 662 520 sx 96 0 .
56 670 540 sx 96 0 .
57 672 563 sx 96 0 .
58 683 574 sx 96 0 .
59 693 592 sx 96 0 .
60 688 611 sx 96 0 .
61 674 622 sx 96 0 .
62 668 639 sx 96 0 .
63 680 655 sx 96 0 .
64 673 675 sx 96 0 .
65 663 691 sx 96 0 .
66 662 709 sx 96 0 .
67 665 731 sx 96 0 .
68 678 746 sx 96 0 .
69 700 740 sx 96 0 .
70 712 756 sx 96 0 .
71 698 768 sx 96 0 .
72 680 769 sx 96 0 .
73 658 772 sx 96 0 .
74 645 756 sx 96 0 .
75 622 754 sx 96 0 .
76 617 775 sx 96 0 .
77 633 791 sx 96 0 .
78 651 800 sx 96 0 .
79 676 798 sx 96 0 .
80 697 798 sx 96 0 .
81 708 813 sx 96 0 .
82 691 824 sx 96 0 .
83 672 816 sx 96 0 .
84 664 835 sx 96 0 .
85 653 822 sx 96 0 .
86 637 813 sx 96 0 .
87 640 833 sx 96 0 .
88 645 853 sx 96 0 .
89 655 871 sx 96 0 .
90 671 888 sx 96 0 .
91 686 903 sx 96 0 .
92 704 916 sx 96 0 .
93 722 927 sx 96 0 .
94 744 929 sx 96 0 .
95 766 935 sx 96 0 .
96 777 917 sx 96 0 .
97 791 929 sx 96 0 .
98 772 936 sx 96 0 .
99 779 957 sx 96 0 .
0 957 7 dx 97 0 .
1 954 27 dx 97 0 .
2 933 31 dx 97 0 .
3 938 48 dx 97 0 .
4 942 66 dx 97 0 .
5 962 63 dx 97 0 .
6 979 61 dx 97 0 .
7 974 82 dx 97 0 .
8 978 104 dx 97 0 .
9 989 119 dx 97 0 .
10 980 139 dx 97 0 .
11 968 154 dx 97 0 .
12 950 155 dx 97 0 .
13 938 140 dx 97 0 .
14 921 130 dx 97 0 .
15 911 115 dx 97 0 .
16 895 108 dx 97 0 .
17 887 126 dx 97 0 .
18 897 144 dx 97 0 .
19 891 166 dx 97 0 .
20 885 184 dx 97 0 .
21 883 204 dx 97 0 .
22 895 218 dx 97 0 .
23 888 240 dx 97 0 .
24 871 246 dx 97 0 .
25 869 269 dx 97 0 .
26 865 286 dx 97 0 .
27 862 306 dx 97 0 .
28 865 329 dx 97 0 .
29 850 341 dx 97 0 .
30 830 348 dx 97 0 .
31 817 356 dx 97 0 .
32 828 369 dx 97 0 .
33 828 391 dx 97 0 .
34 834 410 dx 97 0 .
35 848 419 dx 97 0 .
36 849 443 dx 97 0 .
37 858 459 dx 97 0 .
38 837 463 dx 97 0 .
39 823 478 dx 97 0 .
40 829 501 dx 97 0 .
41 812 512 dx 97 0 .
42 789 509 dx 97 0 .
43 785 529 dx 97 0 .
44 786 550 dx 97 0 .
45 797 563 dx 97 0 .
46 818 558 dx 97 0 .
47 831 547 dx 97 0 .
48 833 531 dx 97 0 .
49 831 511 dx 97 0 .
50 854 506 dx 97 0 .
51 872 519 dx 97 0 .
52 857 531 dx 97 0 .
53 853 553 dx 97 0 .
54 850 573 dx 97 0 .
55 832 582 dx 97 0 .
56 829 604 dx 97 0 .
57 806 599 dx 97 0 .
58 792 612 dx 97 0 .
59 797 628 dx 97 0 .
60 808 642 dx 97 0 .
61 820 635 dx 97 0 .
62 839 629 dx 97 0 .
63 854 618 dx 97 0 .
64 860 638 dx 97 0 .
65 846 648 dx 97 0 .
66 834 663 dx 97 0 .
67 812 667 dx 97 0 .
68 801 672 dx 97 0 .
69 800 691 dx 97 0 .
70 816 700 dx 97 0 .
71 830 712 dx 97 0 .
72 830 735 dx 97 0 .
73 848 743 dx 97 0 .
74 851 729 dx 97 0 .
75 860 710 dx 97 0 .
76 878 701 dx 97 0 .
77 894 713 dx 97 0 .
78 901 728 dx 97 0 .
79 920 735 dx 97 0 .
80 919 757 dx 97 0 .
81 901 767 dx 97 0 .
82 886 777 dx 97 0 .
83 867 786 dx 97 0 .
84 847 779 dx 97 0 .
85 854 799 dx 97 0 .
86 851 821 dx 97 0 .
87 846 840 dx 97 0 .
88 851 859 dx 97 0 .
89 863 844 dx 97 0 .
90 883 850 dx 97 0 .
91 901 860 dx 97 0 .
92 893 879 dx 97 0 .
93 872 884 dx 97 0 .
94 853 891 dx 97 0 .
95 845 910 dx 97 0 .
96 843 931 dx 97 0 .
97 820 929 dx 97 0 .
98 799 936 dx 97 0 .
99 794 954 dx 97 0 .
0 863 22 sx 97 0 .
1 874 37 sx 97 0 .
2 893 44 sx 97 0 .
3 903 60 sx 97 0 .
4 894 77 sx 97 0 .
5 884 90 sx 97 0 .
6 870 81 sx 97 0 .
7 861 68 sx 97 0 .
8 850 51 sx 97 0 .
9 827 54 sx 97 0 .
10 817 38 sx 97 0 .
11 826 25 sx 97 0 .
12 824 6 sx 97 0 .
13 809 17 sx 97 0 .
14 790 22 sx 97 0 .
15 789 43 sx 97 0 .
16 802 59 sx 97 0 .
17 791 76 sx 97 0 .
18 793 98 sx 97 0 .
19 801 110 sx 97 0 .
20 793 128 sx 97 0 .
21 805 143 sx 97 0 .
22 791 154 sx 97 0 .
23 773 146 sx 97 0 .
24 770 126 sx 97 0 .
25 754 131 sx 97 0 .
26 745 148 sx 97 0 .
27 742 168 sx 97 0 .
28 735 188 sx 97 0 .
29 723 193 sx 97 0 .
30 701 197 sx 97 0 .
31 682 202 sx 97 0 .
32 663 208 sx 97 0 .
33 654 225 sx 97 0 .
34 672 234 sx 97 0 .
35 689 245 sx 97 0 .
36 703 258 sx 97 0 .
37 719 269 sx 97 0 .
38 728 286 sx 97 0 .
39 746 292 sx 97 0 .
40 766 289 sx 97 0 .
41 776 274 sx 97 0 .
42 796 270 sx 97 0 .
43 808 285 sx 97 0 .
44 825 292 sx 97 0 .
45 812 309 sx 97 0 .
46 793 312 sx 97 0 .
47 778 323 sx 97 0 .
48 765 336 sx 97 0 .
49 776 355 sx 97 0 .
50 767 375 sx 97 0 .
51 755 384 sx 97 0 .
52 745 398 sx 97 0 .
53 744 420 sx 97 0 .
54 754 441 sx 97 0 .
55 744 460 sx 97 0 .
56 729 467 sx 97 0 .
57 709 462 sx 97 0 .
58 688 457 sx 97 0 .
59 682 475 sx 97 0 .
60 672 493 sx 97 0 .
61 662 509 sx 97 0 .
62 660 526 sx 97 0 .
63 673 537 sx 97 0 .
64 680 556 sx 97 0 .
65 685 576 sx 97 0 .
66 679 598 sx 97 0 .
67 687 613 sx 97 0 .
68 668 619 sx 97 0 .
69 668 639 sx 97 0 .
70 682 650 sx 97 0 .
71 675 670 sx 97 0 .
72 670 692 sx 97 0 .
73 673 713 sx 97 0 .
74 669 735 sx 97 0 .
75 685 748 sx 97 0 .
76 705 742 sx 97 0 .
77 713 764 sx 97 0 .
78 693 768 sx 97 0 .
79 673 769 sx 97 0 .
80 653 766 sx 97 0 .
81 638 752 sx 97 0 .
82 619 762 sx 97 0 .
83 625 783 sx 97 0 .
84 634 801 sx 97 0 .
85 634 824 sx 97 0 .
86 642 842 sx 97 0 .
87 649 861 sx 97 0 .
88 663 873 sx 97 0 .
89 675 888 sx 97 0 .
90 689 902 sx 97 0 .
91 707 912 sx 97 0 .
92 721 928 sx 97 0 .
93 739 940 sx 97 0 .
94 759 931 sx 97 0 .
95 771 918 sx 97 0 .
96 790 924 sx 97 0 .
97 780 928 sx 97 0 .
98 765 940 sx 97 0 .
99 778 956 sx 97 0 .
0 927 7 dx 98 0 .
1 926 26 dx 98 0 .
2 923 44 dx 98 0 .
3 935 57 dx 98 0 .
4 944 69 dx 98 0 .
5 964 70 dx 98 0 .
6 972 84 dx 98 0 .
7 975 101 dx 98 0 .
8 979 118 dx 98 0 .
9 967 131 dx 98 0 .
10 959 150 dx 98 0 .
11 968 164 dx 98 0 .
12 965 183 dx 98 0 .
13 946 181 dx 98 0 .
14 938 167 dx 98 0 .
15 933 148 dx 98 0 .
16 925 135 dx 98 0 .
17 924 113 dx 98 0 .
18 913 103 dx 98 0 .
19 893 105 dx 98 0 .
20 886 124 dx 98 0 .
21 894 141 dx 98 0 .
22 886 156 dx 98 0 .
23 883 174 dx 98 0 .
24 877 190 dx 98 0 .
25 883 211 dx 98 0 .
26 889 225 dx 98 0 .
27 896 245 dx 98 0 .
28 885 260 dx 98 0 .
29 882 278 dx 98 0 .
30 869 287 dx 98 0 .
31 857 300 dx 98 0 .
32 864 319 dx 98 0 .
33 853 334 dx 98 0 .
34 835 337 dx 98 0 .
35 816 341 dx 98 0 .
36 801 347 dx 98 0 .
37 806 355 dx 98 0 .
38 815 366 dx 98 0 .
39 828 377 dx 98 0 .
40 827 397 dx 98 0 .
41 833 415 dx 98 0 .
42 847 424 dx 98 0 .
43 839 441 dx 98 0 .
44 825 448 dx 98 0 .
45 824 463 dx 98 0 .
46 822 483 dx 98 0 .
47 818 501 dx 98 0 .
48 803 508 dx 98 0 .
49 792 518 dx 98 0 .
50 783 533 dx 98 0 .
51 785 551 dx 98 0 .
52 795 563 dx 98 0 .
53 814 563 dx 98 0 .
54 824 551 dx 98 0 .
55 831 533 dx 98 0 .
56 829 513 dx 98 0 .
57 849 510 dx 98 0 .
58 854 529 dx 98 0 .
59 858 545 dx 98 0 .
60 858 563 dx 98 0 .
61 844 576 dx 98 0 .
62 830 583 dx 98 0 .
63 825 600 dx 98 0 .
64 806 598 dx 98 0 .
65 798 599 dx 98 0 .
66 786 611 dx 98 0 .
67 793 629 dx 98 0 .
68 803 643 dx 98 0 .
69 800 662 dx 98 0 .
70 792 678 dx 98 0 .
71 799 696 dx 98 0 .
72 815 702 dx 98 0 .
73 825 714 dx 98 0 .
74 832 730 dx 98 0 .
75 838 745 dx 98 0 .
76 853 742 dx 98 0 .
77 858 726 dx 98 0 .
78 864 709 dx 98 0 .
79 881 702 dx 98 0 .
80 891 715 dx 98 0 .
81 901 727 dx 98 0 .
82 904 746 dx 98 0 .
83 907 765 dx 98 0 .
84 898 779 dx 98 0 .
85 881 787 dx 98 0 .
86 862 788 dx 98 0 .
87 855 804 dx 98 0 .
88 850 819 dx 98 0 .
89 847 839 dx 98 0 .
90 841 856 dx 98 0 .
91 856 865 dx 98 0 .
92 872 858 dx 98 0 .
93 889 869 dx 98 0 .
94 874 877 dx 98 0 .
