i x y side frame field experiment
23 981 199 dx 184 1 .
24 976 207 dx 184 1 .
25 972 215 dx 184 1 .
26 966 221 dx 184 1 .
27 959 227 dx 184 1 .
28 960 237 dx 184 1 .
29 958 246 dx 184 1 .
30 952 254 dx 184 1 .
31 944 257 dx 184 1 .
32 933 256 dx 184 1 .
33 923 256 dx 184 1 .
34 915 261 dx 184 1 .
35 908 264 dx 184 1 .
36 898 264 dx 184 1 .
37 894 272 dx 184 1 .
38 898 282 dx 184 1 .
39 897 292 dx 184 1 .
40 896 303 dx 184 1 .
41 901 311 dx 184 1 .
42 908 317 dx 184 1 .
43 907 328 dx 184 1 .
44 898 331 dx 184 1 .
45 888 331 dx 184 1 .
46 884 339 dx 184 1 .
47 874 342 dx 184 1 .
48 866 336 dx 184 1 .
49 868 325 dx 184 1 .
50 864 317 dx 184 1 .
51 857 310 dx 184 1 .
52 848 308 dx 184 1 .
53 840 312 dx 184 1 .
54 834 318 dx 184 1 .
55 828 326 dx 184 1 .
56 831 336 dx 184 1 .
57 835 342 dx 184 1 .
58 843 345 dx 184 1 .
59 851 349 dx 184 1 .
60 858 344 dx 184 1 .
61 868 341 dx 184 1 .
62 874 347 dx 184 1 .
63 877 357 dx 184 1 .
64 882 362 dx 184 1 .
65 892 363 dx 184 1 .
66 896 369 dx 184 1 .
67 909 365 dx 184 1 .
68 919 368 dx 184 1 .
69 921 377 dx 184 1 .
70 923 387 dx 184 1 .
71 924 397 dx 184 1 .
72 916 401 dx 184 1 .
73 907 404 dx 184 1 .
74 900 409 dx 184 1 .
75 889 411 dx 184 1 .
76 881 405 dx 184 1 .
77 871 404 dx 184 1 .
78 866 410 dx 184 1 .
79 865 420 dx 184 1 .
80 864 429 dx 184 1 .
81 869 437 dx 184 1 .
82 879 438 dx 184 1 .
83 880 447 dx 184 1 .
84 888 452 dx 184 1 .
85 889 463 dx 184 1 .
86 884 472 dx 184 1 .
87 882 481 dx 184 1 .
88 879 490 dx 184 1 .
89 876 499 dx 184 1 .
90 865 503 dx 184 1 .
91 855 502 dx 184 1 .
92 846 498 dx 184 1 .
93 837 501 dx 184 1 .
94 829 503 dx 184 1 .
95 829 513 dx 184 1 .
96 823 518 dx 184 1 .
97 819 526 dx 184 1 .
98 808 524 dx 184 1 .
99 804 531 dx 184 1 .
0 712 22 sx 184 1 .
1 718 29 sx 184 1 .
2 723 40 sx 184 1 .
3 715 46 sx 184 1 .
4 708 56 sx 184 1 .
5 697 55 sx 184 1 .
6 684 57 sx 184 1 .
7 676 66 sx 184 1 .
8 681 78 sx 184 1 .
9 688 84 sx 184 1 .
10 697 93 sx 184 1 .
11 705 101 sx 184 1 .
12 710 112 sx 184 1 .
13 707 126 sx 184 1 .
14 718 130 sx 184 1 .
15 729 133 sx 184 1 .
16 742 134 sx 184 1 .
17 754 135 sx 184 1 .
18 762 142 sx 184 1 .
19 776 141 sx 184 1 .
20 785 148 sx 184 1 .
21 791 157 sx 184 1 .
22 786 168 sx 184 1 .
23 778 170 sx 184 1 .
24 776 159 sx 184 1 .
25 762 157 sx 184 1 .
26 758 167 sx 184 1 .
27 746 169 sx 184 1 .
28 744 182 sx 184 1 .
29 755 190 sx 184 1 .
30 764 183 sx 184 1 .
31 770 175 sx 184 1 .
32 774 185 sx 184 1 .
33 778 197 sx 184 1 .
34 774 207 sx 184 1 .
35 769 217 sx 184 1 .
36 765 226 sx 184 1 .
37 754 229 sx 184 1 .
38 748 239 sx 184 1 .
39 734 237 sx 184 1 .
40 724 240 sx 184 1 .
41 711 239 sx 184 1 .
42 703 233 sx 184 1 .
43 695 224 sx 184 1 .
44 682 227 sx 184 1 .
45 672 233 sx 184 1 .
46 663 242 sx 184 1 .
47 660 256 sx 184 1 .
48 666 267 sx 184 1 .
49 672 278 sx 184 1 .
50 675 290 sx 184 1 .
51 679 301 sx 184 1 .
52 674 314 sx 184 1 .
53 674 327 sx 184 1 .
54 669 339 sx 184 1 .
55 673 353 sx 184 1 .
56 677 365 sx 184 1 .
57 690 364 sx 184 1 .
58 702 365 sx 184 1 .
59 715 368 sx 184 1 .
60 725 360 sx 184 1 .
61 738 360 sx 184 1 .
62 738 347 sx 184 1 .
63 745 350 sx 184 1 .
64 751 359 sx 184 1 .
65 743 366 sx 184 1 .
66 744 380 sx 184 1 .
67 757 385 sx 184 1 .
68 768 383 sx 184 1 .
69 780 385 sx 184 1 .
70 792 389 sx 184 1 .
71 806 386 sx 184 1 .
72 815 381 sx 184 1 .
73 825 387 sx 184 1 .
74 836 390 sx 184 1 .
75 834 401 sx 184 1 .
76 825 405 sx 184 1 .
77 813 407 sx 184 1 .
78 800 408 sx 184 1 .
79 789 411 sx 184 1 .
80 788 422 sx 184 1 .
81 786 434 sx 184 1 .
82 779 442 sx 184 1 .
83 773 431 sx 184 1 .
84 760 433 sx 184 1 .
85 752 442 sx 184 1 .
86 754 455 sx 184 1 .
87 760 465 sx 184 1 .
88 774 467 sx 184 1 .
89 783 464 sx 184 1 .
90 788 474 sx 184 1 .
91 795 483 sx 184 1 .
92 809 488 sx 184 1 .
93 820 484 sx 184 1 .
94 822 498 sx 184 1 .
95 810 500 sx 184 1 .
96 801 505 sx 184 1 .
97 791 509 sx 184 1 .
98 784 519 sx 184 1 .
99 787 532 sx 184 1 .
0 948 7 dx 185 1 .
1 954 12 dx 185 1 .
2 952 21 dx 185 1 .
3 956 27 dx 185 1 .
4 958 36 dx 185 1 .
5 960 43 dx 185 1 .
6 965 48 dx 185 1 .
7 971 54 dx 185 1 .
8 978 59 dx 185 1 .
9 978 69 dx 185 1 .
10 975 76 dx 185 1 .
11 969 81 dx 185 1 .
12 972 91 dx 185 1 .
13 979 93 dx 185 1 .
14 982 100 dx 185 1 .
15 984 108 dx 185 1 .
16 984 117 dx 185 1 .
17 988 126 dx 185 1 .
18 985 135 dx 185 1 .
19 982 143 dx 185 1 .
20 981 153 dx 185 1 .
21 986 160 dx 185 1 .
22 984 170 dx 185 1 .
23 981 178 dx 185 1 .
24 980 186 dx 185 1 .
25 980 196 dx 185 1 .
26 978 204 dx 185 1 .
27 974 211 dx 185 1 .
28 967 215 dx 185 1 .
29 964 223 dx 185 1 .
30 958 228 dx 185 1 .
31 961 238 dx 185 1 .
32 958 245 dx 185 1 .
33 954 253 dx 185 1 .
34 946 255 dx 185 1 .
35 937 254 dx 185 1 .
36 928 255 dx 185 1 .
37 920 257 dx 185 1 .
38 915 263 dx 185 1 .
39 911 270 dx 185 1 .
40 908 278 dx 185 1 .
41 907 286 dx 185 1 .
42 900 288 dx 185 1 .
43 895 296 dx 185 1 .
44 897 306 dx 185 1 .
45 899 313 dx 185 1 .
46 907 316 dx 185 1 .
47 908 326 dx 185 1 .
48 903 333 dx 185 1 .
49 893 335 dx 185 1 .
50 885 331 dx 185 1 .
51 883 339 dx 185 1 .
52 874 340 dx 185 1 .
53 868 335 dx 185 1 .
54 870 325 dx 185 1 .
55 864 320 dx 185 1 .
56 859 314 dx 185 1 .
57 851 311 dx 185 1 .
58 843 313 dx 185 1 .
59 835 318 dx 185 1 .
60 832 326 dx 185 1 .
61 830 337 dx 185 1 .
62 836 342 dx 185 1 .
63 844 344 dx 185 1 .
64 852 347 dx 185 1 .
65 860 344 dx 185 1 .
66 865 338 dx 185 1 .
67 874 339 dx 185 1 .
68 875 349 dx 185 1 .
69 877 355 dx 185 1 .
70 882 360 dx 185 1 .
71 889 363 dx 185 1 .
72 892 370 dx 185 1 .
73 902 368 dx 185 1 .
74 914 365 dx 185 1 .
75 922 369 dx 185 1 .
76 926 378 dx 185 1 .
77 926 387 dx 185 1 .
78 922 395 dx 185 1 .
79 913 396 dx 185 1 .
80 905 396 dx 185 1 .
81 896 398 dx 185 1 .
82 887 400 dx 185 1 .
83 881 403 dx 185 1 .
84 872 404 dx 185 1 .
85 865 408 dx 185 1 .
86 860 412 dx 185 1 .
87 856 421 dx 185 1 .
88 858 430 dx 185 1 .
89 863 435 dx 185 1 .
90 869 441 dx 185 1 .
91 872 448 dx 185 1 .
92 878 454 dx 185 1 .
93 885 459 dx 185 1 .
94 889 467 dx 185 1 .
95 892 475 dx 185 1 .
96 890 485 dx 185 1 .
97 885 493 dx 185 1 .
98 878 497 dx 185 1 .
99 871 499 dx 185 1 .
0 709 22 sx 185 1 .
1 718 26 sx 185 1 .
2 726 32 sx 185 1 .
3 729 43 sx 185 1 .
4 721 46 sx 185 1 .
5 711 48 sx 185 1 .
6 707 57 sx 185 1 .
7 697 55 sx 185 1 .
8 686 57 sx 185 1 .
9 678 63 sx 185 1 .
10 681 74 sx 185 1 .
11 683 83 sx 185 1 .
12 692 88 sx 185 1 .
13 700 93 sx 185 1 .
14 709 96 sx 185 1 .
15 716 103 sx 185 1 .
16 719 114 sx 185 1 .
17 715 126 sx 185 1 .
18 722 134 sx 185 1 .
19 734 136 sx 185 1 .
20 745 131 sx 185 1 .
21 754 128 sx 185 1 .
22 761 121 sx 185 1 .
23 767 115 sx 185 1 .
24 774 108 sx 185 1 .
25 782 101 sx 185 1 .
26 792 100 sx 185 1 .
27 798 98 sx 185 1 .
28 801 112 sx 185 1 .
29 794 117 sx 185 1 .
30 790 128 sx 185 1 .
31 794 139 sx 185 1 .
32 801 148 sx 185 1 .
33 801 158 sx 185 1 .
34 800 170 sx 185 1 .
35 811 174 sx 185 1 .
36 821 169 sx 185 1 .
37 830 175 sx 185 1 .
38 827 183 sx 185 1 .
39 818 187 sx 185 1 .
40 808 187 sx 185 1 .
41 807 176 sx 185 1 .
42 798 171 sx 185 1 .
43 789 177 sx 185 1 .
44 782 181 sx 185 1 .
45 783 195 sx 185 1 .
46 778 201 sx 185 1 .
47 775 210 sx 185 1 .
48 772 218 sx 185 1 .
49 773 229 sx 185 1 .
50 772 241 sx 185 1 .
51 763 243 sx 185 1 .
52 755 247 sx 185 1 .
53 745 251 sx 185 1 .
54 734 250 sx 185 1 .
55 724 246 sx 185 1 .
56 714 244 sx 185 1 .
57 705 240 sx 185 1 .
58 693 242 sx 185 1 .
59 694 254 sx 185 1 .
60 688 260 sx 185 1 .
61 681 263 sx 185 1 .
62 668 263 sx 185 1 .
63 665 274 sx 185 1 .
64 671 283 sx 185 1 .
65 674 293 sx 185 1 .
66 674 304 sx 185 1 .
67 672 316 sx 185 1 .
68 676 325 sx 185 1 .
69 677 336 sx 185 1 .
70 679 344 sx 185 1 .
71 684 353 sx 185 1 .
72 696 354 sx 185 1 .
73 706 348 sx 185 1 .
74 718 348 sx 185 1 .
75 728 353 sx 185 1 .
76 737 348 sx 185 1 .
77 748 350 sx 185 1 .
78 754 357 sx 185 1 .
79 748 367 sx 185 1 .
80 748 379 sx 185 1 .
81 759 382 sx 185 1 .
82 768 382 sx 185 1 .
83 778 387 sx 185 1 .
84 781 397 sx 185 1 .
85 788 400 sx 185 1 .
86 785 412 sx 185 1 .
87 779 429 sx 185 1 .
88 782 440 sx 185 1 .
89 784 449 sx 185 1 .
90 783 461 sx 185 1 .
91 791 467 sx 185 1 .
92 795 474 sx 185 1 .
93 804 479 sx 185 1 .
94 814 481 sx 185 1 .
95 821 486 sx 185 1 .
96 831 489 sx 185 1 .
97 834 498 sx 185 1 .
98 845 497 sx 185 1 .
99 854 502 sx 185 1 .
0 943 7 dx 186 1 .
1 948 9 dx 186 1 .
2 948 17 dx 186 1 .
3 950 23 dx 186 1 .
4 953 29 dx 186 1 .
5 953 35 dx 186 1 .
6 959 39 dx 186 1 .
7 959 46 dx 186 1 .
8 957 54 dx 186 1 .
9 960 59 dx 186 1 .
10 959 67 dx 186 1 .
11 961 73 dx 186 1 .
12 961 80 dx 186 1 .
13 963 87 dx 186 1 .
14 968 90 dx 186 1 .
15 973 94 dx 186 1 .
16 977 100 dx 186 1 .
17 982 104 dx 186 1 .
18 983 111 dx 186 1 .
19 987 116 dx 186 1 .
20 989 124 dx 186 1 .
21 987 133 dx 186 1 .
22 984 139 dx 186 1 .
23 981 145 dx 186 1 .
24 983 153 dx 186 1 .
25 984 161 dx 186 1 .
26 981 167 dx 186 1 .
27 980 173 dx 186 1 .
28 980 181 dx 186 1 .
29 977 186 dx 186 1 .
30 977 193 dx 186 1 .
31 973 197 dx 186 1 .
32 968 202 dx 186 1 .
33 963 206 dx 186 1 .
34 960 212 dx 186 1 .
35 959 217 dx 186 1 .
36 954 222 dx 186 1 .
37 954 228 dx 186 1 .
38 952 235 dx 186 1 .
39 951 242 dx 186 1 .
40 949 247 dx 186 1 .
41 947 254 dx 186 1 .
42 941 256 dx 186 1 .
43 933 253 dx 186 1 .
44 926 253 dx 186 1 .
45 919 256 dx 186 1 .
46 914 260 dx 186 1 .
47 906 261 dx 186 1 .
48 898 259 dx 186 1 .
49 893 255 dx 186 1 .
50 895 247 dx 186 1 .
51 895 240 dx 186 1 .
52 888 239 dx 186 1 .
53 885 233 dx 186 1 .
54 879 231 dx 186 1 .
55 879 238 dx 186 1 .
56 872 240 dx 186 1 .
57 871 247 dx 186 1 .
58 874 253 dx 186 1 .
59 874 260 dx 186 1 .
60 875 268 dx 186 1 .
61 881 269 dx 186 1 .
62 889 267 dx 186 1 .
63 894 272 dx 186 1 .
64 891 282 dx 186 1 .
65 892 287 dx 186 1 .
66 894 292 dx 186 1 .
67 897 298 dx 186 1 .
68 899 305 dx 186 1 .
69 900 311 dx 186 1 .
70 906 313 dx 186 1 .
71 910 320 dx 186 1 .
72 908 328 dx 186 1 .
73 902 331 dx 186 1 .
74 894 328 dx 186 1 .
75 888 331 dx 186 1 .
76 884 335 dx 186 1 .
77 876 335 dx 186 1 .
78 870 332 dx 186 1 .
79 871 323 dx 186 1 .
80 868 320 dx 186 1 .
81 863 316 dx 186 1 .
82 860 313 dx 186 1 .
83 856 309 dx 186 1 .
84 851 305 dx 186 1 .
85 846 309 dx 186 1 .
86 840 312 dx 186 1 .
87 835 318 dx 186 1 .
88 831 322 dx 186 1 .
89 826 324 dx 186 1 .
90 828 331 dx 186 1 .
91 832 337 dx 186 1 .
92 833 342 dx 186 1 .
93 837 347 dx 186 1 .
94 843 349 dx 186 1 .
95 845 356 dx 186 1 .
96 844 364 dx 186 1 .
97 839 368 dx 186 1 .
98 835 370 dx 186 1 .
99 838 381 dx 186 1 .
0 735 26 sx 186 1 .
1 741 33 sx 186 1 .
2 742 43 sx 186 1 .
3 736 49 sx 186 1 .
4 728 56 sx 186 1 .
5 717 57 sx 186 1 .
6 710 63 sx 186 1 .
7 701 58 sx 186 1 .
8 690 60 sx 186 1 .
9 688 71 sx 186 1 .
10 694 79 sx 186 1 .
11 701 83 sx 186 1 .
12 702 95 sx 186 1 .
13 712 101 sx 186 1 .
14 719 107 sx 186 1 .
15 716 121 sx 186 1 .
16 721 129 sx 186 1 .
17 733 132 sx 186 1 .
18 743 128 sx 186 1 .
19 753 125 sx 186 1 .
20 762 121 sx 186 1 .
21 770 116 sx 186 1 .
22 772 105 sx 186 1 .
23 779 99 sx 186 1 .
24 790 100 sx 186 1 .
25 798 97 sx 186 1 .
26 802 107 sx 186 1 .
27 795 114 sx 186 1 .
28 789 122 sx 186 1 .
29 793 133 sx 186 1 .
30 804 135 sx 186 1 .
31 811 140 sx 186 1 .
32 823 144 sx 186 1 .
33 833 139 sx 186 1 .
34 843 143 sx 186 1 .
35 852 144 sx 186 1 .
36 862 150 sx 186 1 .
37 874 149 sx 186 1 .
38 880 141 sx 186 1 .
39 884 148 sx 186 1 .
40 893 154 sx 186 1 .
41 893 164 sx 186 1 .
42 887 170 sx 186 1 .
43 883 163 sx 186 1 .
44 873 159 sx 186 1 .
45 863 164 sx 186 1 .
46 859 171 sx 186 1 .
47 850 177 sx 186 1 .
48 842 181 sx 186 1 .
49 833 184 sx 186 1 .
50 826 192 sx 186 1 .
51 817 189 sx 186 1 .
52 808 187 sx 186 1 .
53 802 180 sx 186 1 .
54 790 179 sx 186 1 .
55 780 184 sx 186 1 .
56 774 190 sx 186 1 .
57 772 200 sx 186 1 .
58 767 208 sx 186 1 .
59 768 222 sx 186 1 .
60 773 237 sx 186 1 .
61 770 243 sx 186 1 .
62 759 244 sx 186 1 .
63 750 248 sx 186 1 .
64 742 253 sx 186 1 .
65 734 259 sx 186 1 .
66 723 260 sx 186 1 .
67 714 261 sx 186 1 .
68 705 258 sx 186 1 .
69 706 247 sx 186 1 .
70 698 241 sx 186 1 .
71 688 237 sx 186 1 .
72 676 238 sx 186 1 .
73 670 247 sx 186 1 .
74 668 260 sx 186 1 .
75 673 270 sx 186 1 .
76 677 279 sx 186 1 .
77 674 291 sx 186 1 .
78 679 300 sx 186 1 .
79 682 309 sx 186 1 .
80 692 312 sx 186 1 .
81 698 317 sx 186 1 .
82 704 324 sx 186 1 .
83 703 334 sx 186 1 .
84 696 342 sx 186 1 .
85 696 353 sx 186 1 .
86 704 361 sx 186 1 .
87 715 364 sx 186 1 .
88 728 365 sx 186 1 .
89 738 361 sx 186 1 .
90 747 355 sx 186 1 .
91 758 354 sx 186 1 .
92 765 355 sx 186 1 .
93 776 356 sx 186 1 .
94 785 360 sx 186 1 .
95 796 360 sx 186 1 .
96 799 369 sx 186 1 .
97 804 375 sx 186 1 .
98 812 381 sx 186 1 .
99 823 382 sx 186 1 .
0 951 7 dx 187 1 .
1 959 8 dx 187 1 .
2 962 16 dx 187 1 .
3 959 25 dx 187 1 .
4 956 32 dx 187 1 .
5 952 38 dx 187 1 .
6 949 46 dx 187 1 .
7 953 54 dx 187 1 .
8 954 62 dx 187 1 .
9 958 70 dx 187 1 .
10 964 75 dx 187 1 .
11 962 86 dx 187 1 .
12 969 88 dx 187 1 .
13 974 94 dx 187 1 .
14 979 101 dx 187 1 .
15 976 110 dx 187 1 .
16 978 118 dx 187 1 .
17 984 123 dx 187 1 .
18 988 131 dx 187 1 .
19 990 141 dx 187 1 .
20 990 151 dx 187 1 .
21 986 159 dx 187 1 .
22 981 166 dx 187 1 .
23 979 174 dx 187 1 .
24 974 179 dx 187 1 .
25 970 182 dx 187 1 .
26 965 188 dx 187 1 .
27 965 196 dx 187 1 .
28 960 201 dx 187 1 .
29 961 211 dx 187 1 .
30 957 216 dx 187 1 .
31 953 223 dx 187 1 .
32 952 232 dx 187 1 .
33 949 239 dx 187 1 .
34 944 244 dx 187 1 .
35 934 244 dx 187 1 .
36 932 249 dx 187 1 .
37 924 254 dx 187 1 .
38 915 254 dx 187 1 .
39 907 250 dx 187 1 .
40 905 244 dx 187 1 .
41 899 240 dx 187 1 .
42 895 233 dx 187 1 .
43 886 233 dx 187 1 .
44 879 230 dx 187 1 .
45 874 236 dx 187 1 .
46 869 241 dx 187 1 .
47 867 251 dx 187 1 .
48 871 259 dx 187 1 .
49 873 266 dx 187 1 .
50 880 269 dx 187 1 .
51 889 270 dx 187 1 .
52 891 277 dx 187 1 .
53 893 286 dx 187 1 .
54 895 294 dx 187 1 .
55 891 303 dx 187 1 .
56 886 308 dx 187 1 .
57 892 313 dx 187 1 .
58 898 318 dx 187 1 .
59 897 327 dx 187 1 .
60 890 331 dx 187 1 .
61 881 333 dx 187 1 .
62 874 329 dx 187 1 .
63 874 319 dx 187 1 .
64 867 318 dx 187 1 .
65 863 313 dx 187 1 .
66 859 306 dx 187 1 .
67 850 304 dx 187 1 .
68 842 309 dx 187 1 .
69 836 313 dx 187 1 .
70 830 317 dx 187 1 .
71 825 324 dx 187 1 .
72 821 333 dx 187 1 .
73 824 341 dx 187 1 .
74 829 345 dx 187 1 .
75 834 352 dx 187 1 .
76 833 361 dx 187 1 .
77 826 367 dx 187 1 .
78 817 367 dx 187 1 .
79 812 360 dx 187 1 .
80 809 353 dx 187 1 .
81 808 345 dx 187 1 .
82 803 341 dx 187 1 .
83 798 335 dx 187 1 .
84 794 328 dx 187 1 .
85 790 325 dx 187 1 .
86 782 323 dx 187 1 .
87 775 319 dx 187 1 .
88 766 313 dx 187 1 .
89 753 313 dx 187 1 .
90 750 319 dx 187 1 .
91 747 327 dx 187 1 .
92 737 327 dx 187 1 .
93 735 334 dx 187 1 .
94 733 341 dx 187 1 .
95 729 346 dx 187 1 .
96 727 354 dx 187 1 .
97 725 361 dx 187 1 .
98 717 363 dx 187 1 .
99 715 371 dx 187 1 .
0 713 8 sx 187 1 .
1 709 16 sx 187 1 .
2 713 23 sx 187 1 .
3 720 29 sx 187 1 .
4 723 36 sx 187 1 .
5 731 38 sx 187 1 .
6 730 47 sx 187 1 .
7 721 47 sx 187 1 .
8 716 52 sx 187 1 .
9 712 57 sx 187 1 .
10 707 65 sx 187 1 .
11 706 76 sx 187 1 .
12 708 85 sx 187 1 .
13 714 91 sx 187 1 .
14 717 99 sx 187 1 .
15 722 107 sx 187 1 .
16 731 107 sx 187 1 .
17 739 108 sx 187 1 .
18 747 112 sx 187 1 .
19 757 110 sx 187 1 .
20 763 105 sx 187 1 .
21 768 100 sx 187 1 .
22 775 96 sx 187 1 .
23 783 94 sx 187 1 .
24 791 93 sx 187 1 .
25 796 95 sx 187 1 .
26 803 98 sx 187 1 .
27 802 107 sx 187 1 .
28 798 115 sx 187 1 .
29 800 125 sx 187 1 .
30 806 132 sx 187 1 .
31 809 139 sx 187 1 .
32 815 144 sx 187 1 .
33 824 145 sx 187 1 .
34 832 145 sx 187 1 .
35 838 152 sx 187 1 .
36 840 160 sx 187 1 .
37 840 168 sx 187 1 .
38 837 176 sx 187 1 .
39 831 179 sx 187 1 .
40 828 186 sx 187 1 .
41 826 194 sx 187 1 .
42 816 192 sx 187 1 .
43 810 187 sx 187 1 .
44 800 185 sx 187 1 .
45 791 188 sx 187 1 .
46 786 194 sx 187 1 .
47 782 201 sx 187 1 .
48 773 201 sx 187 1 .
49 765 204 sx 187 1 .
50 763 212 sx 187 1 .
51 765 221 sx 187 1 .
52 770 228 sx 187 1 .
53 768 237 sx 187 1 .
54 773 242 sx 187 1 .
55 781 243 sx 187 1 .
56 788 247 sx 187 1 .
57 797 251 sx 187 1 .
58 806 250 sx 187 1 .
59 813 245 sx 187 1 .
60 819 251 sx 187 1 .
61 814 256 sx 187 1 .
62 808 259 sx 187 1 .
63 799 259 sx 187 1 .
64 795 265 sx 187 1 .
65 787 268 sx 187 1 .
66 782 271 sx 187 1 .
67 775 266 sx 187 1 .
68 765 266 sx 187 1 .
69 758 271 sx 187 1 .
70 752 270 sx 187 1 .
71 742 271 sx 187 1 .
72 737 266 sx 187 1 .
73 729 264 sx 187 1 .
74 720 262 sx 187 1 .
75 713 260 sx 187 1 .
76 712 253 sx 187 1 .
77 706 246 sx 187 1 .
78 699 242 sx 187 1 .
79 688 242 sx 187 1 .
80 680 246 sx 187 1 .
81 678 255 sx 187 1 .
82 673 260 sx 187 1 .
83 671 269 sx 187 1 .
84 675 277 sx 187 1 .
85 677 284 sx 187 1 .
86 686 286 sx 187 1 .
87 690 289 sx 187 1 .
88 690 299 sx 187 1 .
89 697 302 sx 187 1 .
90 694 310 sx 187 1 .
91 688 313 sx 187 1 .
92 681 317 sx 187 1 .
93 677 325 sx 187 1 .
94 681 333 sx 187 1 .
95 684 341 sx 187 1 .
96 682 351 sx 187 1 .
97 682 359 sx 187 1 .
98 685 367 sx 187 1 .
99 693 372 sx 187 1 .
0 945 7 dx 188 1 .
1 950 9 dx 188 1 .
2 950 17 dx 188 1 .
3 954 18 dx 188 1 .
4 958 23 dx 188 1 .
5 961 27 dx 188 1 .
6 966 29 dx 188 1 .
7 967 35 dx 188 1 .
8 970 39 dx 188 1 .
9 969 46 dx 188 1 .
10 973 49 dx 188 1 .
11 976 56 dx 188 1 .
12 975 63 dx 188 1 .
13 971 68 dx 188 1 .
14 970 74 dx 188 1 .
15 965 76 dx 188 1 .
16 963 82 dx 188 1 .
17 966 87 dx 188 1 .
18 970 91 dx 188 1 .
19 968 99 dx 188 1 .
20 972 103 dx 188 1 .
21 971 110 dx 188 1 .
22 975 113 dx 188 1 .
23 978 118 dx 188 1 .
24 979 124 dx 188 1 .
25 981 130 dx 188 1 .
26 983 136 dx 188 1 .
27 982 143 dx 188 1 .
28 978 148 dx 188 1 .
29 978 155 dx 188 1 .
30 981 162 dx 188 1 .
31 981 169 dx 188 1 .
32 979 174 dx 188 1 .
33 973 176 dx 188 1 .
34 969 179 dx 188 1 .
35 967 184 dx 188 1 .
36 964 189 dx 188 1 .
37 966 196 dx 188 1 .
38 969 201 dx 188 1 .
39 968 208 dx 188 1 .
40 964 214 dx 188 1 .
41 963 219 dx 188 1 .
42 963 226 dx 188 1 .
43 959 229 dx 188 1 .
44 956 234 dx 188 1 .
45 952 239 dx 188 1 .
46 948 243 dx 188 1 .
47 945 248 dx 188 1 .
48 938 249 dx 188 1 .
49 933 252 dx 188 1 .
50 927 254 dx 188 1 .
51 920 253 dx 188 1 .
52 913 250 dx 188 1 .
53 910 246 dx 188 1 .
54 905 241 dx 188 1 .
55 899 241 dx 188 1 .
56 895 237 dx 188 1 .
57 893 234 dx 188 1 .
58 886 234 dx 188 1 .
59 881 231 dx 188 1 .
60 879 236 dx 188 1 .
61 873 238 dx 188 1 .
62 870 243 dx 188 1 .
63 872 250 dx 188 1 .
64 874 255 dx 188 1 .
65 878 259 dx 188 1 .
66 882 262 dx 188 1 .
67 886 266 dx 188 1 .
68 891 268 dx 188 1 .
69 895 271 dx 188 1 .
70 898 277 dx 188 1 .
71 898 283 dx 188 1 .
72 895 291 dx 188 1 .
73 894 298 dx 188 1 .
74 897 303 dx 188 1 .
75 899 308 dx 188 1 .
76 901 314 dx 188 1 .
77 900 321 dx 188 1 .
78 896 327 dx 188 1 .
79 892 331 dx 188 1 .
80 885 332 dx 188 1 .
81 878 331 dx 188 1 .
82 873 328 dx 188 1 .
83 872 321 dx 188 1 .
84 868 320 dx 188 1 .
85 867 314 dx 188 1 .
86 861 311 dx 188 1 .
87 857 309 dx 188 1 .
88 852 304 dx 188 1 .
89 846 305 dx 188 1 .
90 841 308 dx 188 1 .
91 840 314 dx 188 1 .
92 834 316 dx 188 1 .
93 827 315 dx 188 1 .
94 827 321 dx 188 1 .
95 824 327 dx 188 1 .
96 824 334 dx 188 1 .
97 827 339 dx 188 1 .
98 829 345 dx 188 1 .
99 827 353 dx 188 1 .
0 714 11 sx 188 1 .
1 711 21 sx 188 1 .
2 714 30 sx 188 1 .
3 720 35 sx 188 1 .
4 720 45 sx 188 1 .
5 715 53 sx 188 1 .
6 716 64 sx 188 1 .
7 712 71 sx 188 1 .
8 710 80 sx 188 1 .
9 715 89 sx 188 1 .
10 721 96 sx 188 1 .
11 728 100 sx 188 1 .
12 736 106 sx 188 1 .
13 748 107 sx 188 1 .
14 757 103 sx 188 1 .
15 766 99 sx 188 1 .
16 775 97 sx 188 1 .
17 784 96 sx 188 1 .
18 793 94 sx 188 1 .
19 799 101 sx 188 1 .
20 802 109 sx 188 1 .
21 798 120 sx 188 1 .
22 802 130 sx 188 1 .
23 811 134 sx 188 1 .
24 816 140 sx 188 1 .
25 825 143 sx 188 1 .
26 832 146 sx 188 1 .
27 839 153 sx 188 1 .
28 838 163 sx 188 1 .
29 841 173 sx 188 1 .
30 835 181 sx 188 1 .
31 833 190 sx 188 1 .
32 826 194 sx 188 1 .
33 819 198 sx 188 1 .
34 809 198 sx 188 1 .
35 800 194 sx 188 1 .
36 792 189 sx 188 1 .
37 782 191 sx 188 1 .
38 781 200 sx 188 1 .
39 771 202 sx 188 1 .
40 768 210 sx 188 1 .
41 764 220 sx 188 1 .
42 764 231 sx 188 1 .
43 768 240 sx 188 1 .
44 776 244 sx 188 1 .
45 786 245 sx 188 1 .
46 794 247 sx 188 1 .
47 797 256 sx 188 1 .
48 794 265 sx 188 1 .
49 788 269 sx 188 1 .
50 784 268 sx 188 1 .
51 778 263 sx 188 1 .
52 770 258 sx 188 1 .
53 760 261 sx 188 1 .
54 754 266 sx 188 1 .
