i frame x field experiment
84 0 -3.9131703552771766 5 dx .
85 0 -3.9131703552771766 5 dx .
86 0 -3.9131703552771766 5 dx .
87 0 -3.9131703552771766 5 dx .
88 0 -3.9131703552771766 5 dx .
89 0 -3.9131703552771766 5 dx .
90 0 -3.9131703552771766 5 dx .
91 0 -3.9131703552771766 5 dx .
92 0 -3.9131703552771766 5 dx .
93 0 -3.9131703552771766 5 dx .
94 0 -3.9131703552771766 5 dx .
95 0 -3.9131703552771766 5 dx .
96 0 -3.9131703552771766 5 dx .
97 0 -3.9131703552771766 5 dx .
98 0 -3.9131703552771766 5 dx .
99 0 -3.9131703552771766 5 dx .
0 1 -4.182315446254178 5 dx .
1 1 -4.182315446254178 5 dx .
2 1 -3.1823154462541776 5 dx .
3 1 -4.182315446254178 5 dx .
4 1 -3.1823154462541776 5 dx .
5 1 -2.1823154462541776 5 dx .
6 1 -3.1823154462541776 5 dx .
7 1 -1.1823154462541776 5 dx .
8 1 -1.1823154462541776 5 dx .
9 1 -0.18231544625417762 5 dx .
10 1 0.8176845537458224 5 dx .
11 1 1.8176845537458224 5 dx .
12 1 2.8176845537458224 5 dx .
13 1 4.817684553745822 5 dx .
14 1 4.817684553745822 5 dx .
15 1 7.817684553745822 5 dx .
16 1 8.817684553745822 5 dx .
17 1 9.817684553745822 5 dx .
18 1 10.817684553745822 5 dx .
19 1 12.817684553745822 5 dx .
20 1 15.817684553745822 5 dx .
21 1 16.81768455374582 5 dx .
22 1 19.81768455374582 5 dx .
23 1 22.81768455374582 5 dx .
24 1 24.81768455374582 5 dx .
25 1 27.81768455374582 5 dx .
26 1 30.81768455374582 5 dx .
27 1 33.81768455374582 5 dx .
28 1 36.81768455374582 5 dx .
29 1 39.81768455374582 5 dx .
30 1 37.81768455374582 5 dx .
31 1 17.81768455374582 5 dx .
32 1 5.817684553745822 5 dx .
33 1 -5.182315446254178 5 dx .
34 1 -11.182315446254178 5 dx .
35 1 -8.182315446254178 5 dx .
36 1 -4.182315446254178 5 dx .
37 1 8.817684553745822 5 dx .
38 1 7.817684553745822 5 dx .
39 1 5.817684553745822 5 dx .
40 1 1.8176845537458224 5 dx .
41 1 -3.1823154462541776 5 dx .
42 1 -8.182315446254178 5 dx .
43 1 -13.182315446254178 5 dx .
44 1 -16.18231544625418 5 dx .
45 1 -20.18231544625418 5 dx .
46 1 -6.182315446254178 5 dx .
47 1 5.817684553745822 5 dx .
48 1 17.81768455374582 5 dx .
49 1 -2.1823154462541776 5 dx .
50 1 -14.182315446254178 5 dx .
51 1 -15.182315446254178 5 dx .
52 1 -18.18231544625418 5 dx .
53 1 -23.18231544625418 5 dx .
54 1 -14.182315446254178 5 dx .
55 1 -12.182315446254178 5 dx .
56 1 -25.18231544625418 5 dx .
57 1 -32.18231544625418 5 dx .
58 1 -24.18231544625418 5 dx .
59 1 -12.182315446254178 5 dx .
60 1 -9.182315446254178 5 dx .
61 1 -13.182315446254178 5 dx .
62 1 -12.182315446254178 5 dx .
63 1 -13.182315446254178 5 dx .
64 1 1.8176845537458224 5 dx .
65 1 12.817684553745822 5 dx .
66 1 11.817684553745822 5 dx .
67 1 15.817684553745822 5 dx .
68 1 21.81768455374582 5 dx .
69 1 19.81768455374582 5 dx .
70 1 2.8176845537458224 5 dx .
71 1 -11.182315446254178 5 dx .
72 1 -24.18231544625418 5 dx .
73 1 -23.18231544625418 5 dx .
74 1 -26.18231544625418 5 dx .
75 1 -22.18231544625418 5 dx .
76 1 -19.18231544625418 5 dx .
77 1 -2.1823154462541776 5 dx .
78 1 -4.182315446254178 5 dx .
79 1 0.8176845537458224 5 dx .
80 1 -0.18231544625417762 5 dx .
81 1 -1.1823154462541776 5 dx .
82 1 -6.182315446254178 5 dx .
83 1 -6.182315446254178 5 dx .
84 1 -6.182315446254178 5 dx .
85 1 -6.182315446254178 5 dx .
86 1 -1.1823154462541776 5 dx .
87 1 -1.1823154462541776 5 dx .
88 1 -8.182315446254178 5 dx .
89 1 0.8176845537458224 5 dx .
90 1 -0.18231544625417762 5 dx .
91 1 -1.1823154462541776 5 dx .
92 1 -3.1823154462541776 5 dx .
93 1 -7.182315446254178 5 dx .
94 1 -5.182315446254178 5 dx .
95 1 -6.182315446254178 5 dx .
96 1 -4.182315446254178 5 dx .
97 1 -1.1823154462541776 5 dx .
98 1 -0.18231544625417762 5 dx .
99 1 -0.18231544625417762 5 dx .
0 2 -4.469639663785151 5 dx .
1 2 -4.469639663785151 5 dx .
2 2 -3.469639663785151 5 dx .
3 2 -4.469639663785151 5 dx .
4 2 -3.469639663785151 5 dx .
5 2 -3.469639663785151 5 dx .
6 2 -3.469639663785151 5 dx .
7 2 -3.469639663785151 5 dx .
8 2 -3.469639663785151 5 dx .
9 2 -3.469639663785151 5 dx .
10 2 -4.469639663785151 5 dx .
11 2 -4.469639663785151 5 dx .
12 2 -4.469639663785151 5 dx .
13 2 -4.469639663785151 5 dx .
14 2 -5.469639663785151 5 dx .
15 2 -4.469639663785151 5 dx .
16 2 -5.469639663785151 5 dx .
17 2 -6.469639663785151 5 dx .
18 2 -7.469639663785151 5 dx .
19 2 -7.469639663785151 5 dx .
20 2 -7.469639663785151 5 dx .
21 2 -8.469639663785152 5 dx .
22 2 -8.469639663785152 5 dx .
23 2 -8.469639663785152 5 dx .
24 2 -9.469639663785152 5 dx .
25 2 -9.469639663785152 5 dx .
26 2 -10.469639663785152 5 dx .
27 2 -11.469639663785152 5 dx .
28 2 -11.469639663785152 5 dx .
29 2 -13.469639663785152 5 dx .
30 2 -12.469639663785152 5 dx .
31 2 -13.469639663785152 5 dx .
32 2 -13.469639663785152 5 dx .
33 2 -14.469639663785152 5 dx .
34 2 -15.469639663785152 5 dx .
35 2 -9.469639663785152 5 dx .
36 2 -4.469639663785151 5 dx .
37 2 4.530360336214849 5 dx .
38 2 7.530360336214849 5 dx .
39 2 4.530360336214849 5 dx .
40 2 -0.4696396637851512 5 dx .
41 2 -4.469639663785151 5 dx .
42 2 -8.469639663785152 5 dx .
43 2 -12.469639663785152 5 dx .
44 2 -16.469639663785152 5 dx .
45 2 -20.469639663785152 5 dx .
46 2 -8.469639663785152 5 dx .
47 2 2.530360336214849 5 dx .
48 2 -3.469639663785151 5 dx .
49 2 -9.469639663785152 5 dx .
50 2 -6.469639663785151 5 dx .
51 2 -7.469639663785151 5 dx .
52 2 -11.469639663785152 5 dx .
53 2 -12.469639663785152 5 dx .
54 2 -4.469639663785151 5 dx .
55 2 -6.469639663785151 5 dx .
56 2 -24.469639663785152 5 dx .
57 2 -20.469639663785152 5 dx .
58 2 -9.469639663785152 5 dx .
59 2 -3.469639663785151 5 dx .
60 2 -5.469639663785151 5 dx .
61 2 -13.469639663785152 5 dx .
62 2 -6.469639663785151 5 dx .
63 2 -9.469639663785152 5 dx .
64 2 -1.4696396637851512 5 dx .
65 2 9.530360336214848 5 dx .
66 2 6.530360336214849 5 dx .
67 2 15.530360336214848 5 dx .
68 2 14.530360336214848 5 dx .
69 2 14.530360336214848 5 dx .
70 2 -1.4696396637851512 5 dx .
71 2 -14.469639663785152 5 dx .
72 2 -21.469639663785152 5 dx .
73 2 -16.469639663785152 5 dx .
74 2 -24.469639663785152 5 dx .
75 2 -15.469639663785152 5 dx .
76 2 -11.469639663785152 5 dx .
77 2 3.530360336214849 5 dx .
78 2 2.530360336214849 5 dx .
79 2 2.530360336214849 5 dx .
80 2 -0.4696396637851512 5 dx .
81 2 -0.4696396637851512 5 dx .
82 2 -9.469639663785152 5 dx .
83 2 -11.469639663785152 5 dx .
84 2 -11.469639663785152 5 dx .
85 2 -8.469639663785152 5 dx .
86 2 0.5303603362148488 5 dx .
87 2 -2.469639663785151 5 dx .
88 2 -6.469639663785151 5 dx .
89 2 4.530360336214849 5 dx .
90 2 1.5303603362148488 5 dx .
91 2 -0.4696396637851512 5 dx .
92 2 -2.469639663785151 5 dx .
93 2 -2.469639663785151 5 dx .
94 2 -3.469639663785151 5 dx .
95 2 -7.469639663785151 5 dx .
96 2 -5.469639663785151 5 dx .
97 2 -0.4696396637851512 5 dx .
98 2 2.530360336214849 5 dx .
99 2 -2.469639663785151 5 dx .
0 3 -4.7751430078700965 5 dx .
1 3 -4.7751430078700965 5 dx .
2 3 -3.7751430078700965 5 dx .
3 3 -3.7751430078700965 5 dx .
4 3 -3.7751430078700965 5 dx .
5 3 -2.7751430078700965 5 dx .
6 3 -2.7751430078700965 5 dx .
7 3 -1.7751430078700965 5 dx .
8 3 -1.7751430078700965 5 dx .
9 3 -0.7751430078700965 5 dx .
10 3 -0.7751430078700965 5 dx .
11 3 0.2248569921299035 5 dx .
12 3 1.2248569921299035 5 dx .
13 3 2.2248569921299035 5 dx .
14 3 2.2248569921299035 5 dx .
15 3 3.2248569921299035 5 dx .
16 3 4.2248569921299035 5 dx .
17 3 4.2248569921299035 5 dx .
18 3 5.2248569921299035 5 dx .
19 3 6.2248569921299035 5 dx .
20 3 8.224856992129904 5 dx .
21 3 8.224856992129904 5 dx .
22 3 10.224856992129904 5 dx .
23 3 11.224856992129904 5 dx .
24 3 12.224856992129904 5 dx .
25 3 13.224856992129904 5 dx .
26 3 15.224856992129904 5 dx .
27 3 16.224856992129904 5 dx .
28 3 18.224856992129904 5 dx .
29 3 19.224856992129904 5 dx .
30 3 21.224856992129904 5 dx .
31 3 22.224856992129904 5 dx .
32 3 17.224856992129904 5 dx .
33 3 0.2248569921299035 5 dx .
34 3 -11.775143007870096 5 dx .
35 3 -14.775143007870096 5 dx .
36 3 -13.775143007870096 5 dx .
37 3 8.224856992129904 5 dx .
38 3 11.224856992129904 5 dx .
39 3 8.224856992129904 5 dx .
40 3 3.2248569921299035 5 dx .
41 3 -1.7751430078700965 5 dx .
42 3 -7.7751430078700965 5 dx .
43 3 -13.775143007870096 5 dx .
44 3 -19.775143007870096 5 dx .
45 3 -25.775143007870096 5 dx .
46 3 -13.775143007870096 5 dx .
47 3 3.2248569921299035 5 dx .
48 3 -1.7751430078700965 5 dx .
49 3 -7.7751430078700965 5 dx .
50 3 -5.7751430078700965 5 dx .
51 3 -8.775143007870096 5 dx .
52 3 -13.775143007870096 5 dx .
53 3 -14.775143007870096 5 dx .
54 3 -5.7751430078700965 5 dx .
55 3 -5.7751430078700965 5 dx .
56 3 -24.775143007870096 5 dx .
57 3 -23.775143007870096 5 dx .
58 3 -11.775143007870096 5 dx .
59 3 -3.7751430078700965 5 dx .
60 3 -3.7751430078700965 5 dx .
61 3 -13.775143007870096 5 dx .
62 3 -7.7751430078700965 5 dx .
63 3 -8.775143007870096 5 dx .
64 3 4.2248569921299035 5 dx .
65 3 10.224856992129904 5 dx .
66 3 7.2248569921299035 5 dx .
67 3 11.224856992129904 5 dx .
68 3 15.224856992129904 5 dx .
69 3 10.224856992129904 5 dx .
70 3 -4.7751430078700965 5 dx .
71 3 -13.775143007870096 5 dx .
72 3 -19.775143007870096 5 dx .
73 3 -13.775143007870096 5 dx .
74 3 -22.775143007870096 5 dx .
75 3 -11.775143007870096 5 dx .
76 3 -9.775143007870096 5 dx .
77 3 5.2248569921299035 5 dx .
78 3 2.2248569921299035 5 dx .
79 3 9.224856992129904 5 dx .
80 3 1.2248569921299035 5 dx .
81 3 -2.7751430078700965 5 dx .
82 3 -7.7751430078700965 5 dx .
83 3 -8.775143007870096 5 dx .
84 3 -7.7751430078700965 5 dx .
85 3 -6.7751430078700965 5 dx .
86 3 -4.7751430078700965 5 dx .
87 3 -4.7751430078700965 5 dx .
88 3 -6.7751430078700965 5 dx .
89 3 1.2248569921299035 5 dx .
90 3 -1.7751430078700965 5 dx .
91 3 1.2248569921299035 5 dx .
92 3 -0.7751430078700965 5 dx .
93 3 -2.7751430078700965 5 dx .
94 3 -1.7751430078700965 5 dx .
95 3 -7.7751430078700965 5 dx .
96 3 -5.7751430078700965 5 dx .
97 3 -0.7751430078700965 5 dx .
98 3 4.2248569921299035 5 dx .
99 3 -2.7751430078700965 5 dx .
0 4 -5.098825478509012 5 dx .
1 4 -6.098825478509012 5 dx .
2 4 -5.098825478509012 5 dx .
3 4 -6.098825478509012 5 dx .
4 4 -6.098825478509012 5 dx .
5 4 -6.098825478509012 5 dx .
6 4 -7.098825478509012 5 dx .
7 4 -6.098825478509012 5 dx .
8 4 -7.098825478509012 5 dx .
9 4 -7.098825478509012 5 dx .
10 4 -8.098825478509012 5 dx .
11 4 -7.098825478509012 5 dx .
12 4 -8.098825478509012 5 dx .
13 4 -7.098825478509012 5 dx .
14 4 -8.098825478509012 5 dx .
15 4 -7.098825478509012 5 dx .
16 4 -8.098825478509012 5 dx .
17 4 -8.098825478509012 5 dx .
18 4 -8.098825478509012 5 dx .
19 4 -8.098825478509012 5 dx .
20 4 -7.098825478509012 5 dx .
21 4 -8.098825478509012 5 dx .
22 4 -7.098825478509012 5 dx .
23 4 -7.098825478509012 5 dx .
24 4 -7.098825478509012 5 dx .
25 4 -6.098825478509012 5 dx .
26 4 -6.098825478509012 5 dx .
27 4 -6.098825478509012 5 dx .
28 4 -6.098825478509012 5 dx .
29 4 -6.098825478509012 5 dx .
30 4 -5.098825478509012 5 dx .
31 4 -6.098825478509012 5 dx .
32 4 -4.098825478509012 5 dx .
33 4 -5.098825478509012 5 dx .
34 4 -4.098825478509012 5 dx .
35 4 -6.098825478509012 5 dx .
36 4 -19.098825478509013 5 dx .
37 4 -14.098825478509012 5 dx .
38 4 -10.098825478509012 5 dx .
39 4 -6.098825478509012 5 dx .
40 4 -5.098825478509012 5 dx .
41 4 -4.098825478509012 5 dx .
42 4 -4.098825478509012 5 dx .
43 4 -4.098825478509012 5 dx .
44 4 -4.098825478509012 5 dx .
45 4 -2.0988254785090117 5 dx .
46 4 16.901174521490987 5 dx .
47 4 31.901174521490987 5 dx .
48 4 34.90117452149099 5 dx .
49 4 17.901174521490987 5 dx .
50 4 11.901174521490988 5 dx .
51 4 -4.098825478509012 5 dx .
52 4 -23.098825478509013 5 dx .
53 4 -26.098825478509013 5 dx .
54 4 -24.098825478509013 5 dx .
55 4 -25.098825478509013 5 dx .
56 4 -30.098825478509013 5 dx .
57 4 -35.09882547850901 5 dx .
58 4 -34.09882547850901 5 dx .
59 4 -31.098825478509013 5 dx .
60 4 -25.098825478509013 5 dx .
61 4 -19.098825478509013 5 dx .
62 4 -12.098825478509012 5 dx .
63 4 -19.098825478509013 5 dx .
64 4 -8.098825478509012 5 dx .
65 4 4.901174521490988 5 dx .
66 4 12.901174521490988 5 dx .
67 4 20.901174521490987 5 dx .
68 4 31.901174521490987 5 dx .
69 4 33.90117452149099 5 dx .
70 4 19.901174521490987 5 dx .
71 4 -0.09882547850901169 5 dx .
72 4 -24.098825478509013 5 dx .
73 4 -31.098825478509013 5 dx .
74 4 -37.09882547850901 5 dx .
75 4 -28.098825478509013 5 dx .
76 4 -31.098825478509013 5 dx .
77 4 -11.098825478509012 5 dx .
78 4 -7.098825478509012 5 dx .
79 4 -4.098825478509012 5 dx .
80 4 -5.098825478509012 5 dx .
81 4 -4.098825478509012 5 dx .
82 4 -3.0988254785090117 5 dx .
83 4 -0.09882547850901169 5 dx .
84 4 -0.09882547850901169 5 dx .
85 4 -1.0988254785090117 5 dx .
86 4 0.9011745214909883 5 dx .
87 4 -1.0988254785090117 5 dx .
88 4 -9.098825478509012 5 dx .
89 4 2.9011745214909883 5 dx .
90 4 0.9011745214909883 5 dx .
91 4 6.901174521490988 5 dx .
92 4 1.9011745214909883 5 dx .
93 4 -5.098825478509012 5 dx .
94 4 -3.0988254785090117 5 dx .
95 4 -12.098825478509012 5 dx .
96 4 -11.098825478509012 5 dx .
97 4 -1.0988254785090117 5 dx .
98 4 3.9011745214909883 5 dx .
99 4 -1.0988254785090117 5 dx .
0 5 -5.440687075701899 5 dx .
1 5 -5.440687075701899 5 dx .
2 5 -4.440687075701899 5 dx .
3 5 -5.440687075701899 5 dx .
4 5 -5.440687075701899 5 dx .
5 5 -4.440687075701899 5 dx .
6 5 -5.440687075701899 5 dx .
7 5 -5.440687075701899 5 dx .
8 5 -6.440687075701899 5 dx .
9 5 -6.440687075701899 5 dx .
10 5 -7.440687075701899 5 dx .
11 5 -7.440687075701899 5 dx .
12 5 -8.440687075701899 5 dx .
13 5 -8.440687075701899 5 dx .
14 5 -9.440687075701899 5 dx .
15 5 -10.440687075701899 5 dx .
16 5 -11.440687075701899 5 dx .
17 5 -12.440687075701899 5 dx .
18 5 -14.440687075701899 5 dx .
19 5 -15.440687075701899 5 dx .
20 5 -15.440687075701899 5 dx .
21 5 -17.4406870757019 5 dx .
22 5 -17.4406870757019 5 dx .
23 5 -17.4406870757019 5 dx .
24 5 -18.4406870757019 5 dx .
25 5 -19.4406870757019 5 dx .
26 5 -20.4406870757019 5 dx .
27 5 -20.4406870757019 5 dx .
28 5 -21.4406870757019 5 dx .
29 5 -22.4406870757019 5 dx .
30 5 -22.4406870757019 5 dx .
31 5 -23.4406870757019 5 dx .
32 5 -22.4406870757019 5 dx .
33 5 -23.4406870757019 5 dx .
34 5 -23.4406870757019 5 dx .
35 5 -17.4406870757019 5 dx .
36 5 -11.440687075701899 5 dx .
37 5 -0.4406870757018986 5 dx .
38 5 -0.4406870757018986 5 dx .
39 5 -1.4406870757018986 5 dx .
40 5 -5.440687075701899 5 dx .
41 5 -10.440687075701899 5 dx .
42 5 -15.440687075701899 5 dx .
43 5 -20.4406870757019 5 dx .
44 5 -25.4406870757019 5 dx .
45 5 -31.4406870757019 5 dx .
46 5 -20.4406870757019 5 dx .
47 5 -2.4406870757018986 5 dx .
48 5 2.5593129242981014 5 dx .
49 5 -3.4406870757018986 5 dx .
50 5 -2.4406870757018986 5 dx .
51 5 -2.4406870757018986 5 dx .
52 5 -5.440687075701899 5 dx .
53 5 -8.440687075701899 5 dx .
54 5 -4.440687075701899 5 dx .
55 5 -5.440687075701899 5 dx .
56 5 -14.440687075701899 5 dx .
57 5 -9.440687075701899 5 dx .
58 5 -1.4406870757018986 5 dx .
59 5 1.5593129242981014 5 dx .
60 5 -7.440687075701899 5 dx .
61 5 -7.440687075701899 5 dx .
62 5 -3.4406870757018986 5 dx .
63 5 -3.4406870757018986 5 dx .
64 5 -0.4406870757018986 5 dx .
65 5 2.5593129242981014 5 dx .
66 5 7.559312924298101 5 dx .
67 5 12.559312924298101 5 dx .
68 5 15.559312924298101 5 dx .
69 5 9.559312924298101 5 dx .
70 5 -4.440687075701899 5 dx .
71 5 -13.440687075701899 5 dx .
72 5 -19.4406870757019 5 dx .
73 5 -14.440687075701899 5 dx .
74 5 -22.4406870757019 5 dx .
75 5 -10.440687075701899 5 dx .
76 5 -8.440687075701899 5 dx .
77 5 5.559312924298101 5 dx .
78 5 2.5593129242981014 5 dx .
79 5 10.559312924298101 5 dx .
80 5 4.559312924298101 5 dx .
81 5 -5.440687075701899 5 dx .
82 5 -7.440687075701899 5 dx .
83 5 -8.440687075701899 5 dx .
84 5 -8.440687075701899 5 dx .
85 5 -6.440687075701899 5 dx .
86 5 0.5593129242981014 5 dx .
87 5 -2.4406870757018986 5 dx .
88 5 -6.440687075701899 5 dx .
89 5 4.559312924298101 5 dx .
90 5 2.5593129242981014 5 dx .
91 5 1.5593129242981014 5 dx .
92 5 -0.4406870757018986 5 dx .
93 5 -2.4406870757018986 5 dx .
94 5 -3.4406870757018986 5 dx .
95 5 -11.440687075701899 5 dx .
96 5 -8.440687075701899 5 dx .
97 5 1.5593129242981014 5 dx .
98 5 5.559312924298101 5 dx .
99 5 -0.4406870757018986 5 dx .
0 6 -5.800727799448757 5 dx .
1 6 -6.800727799448757 5 dx .
2 6 -5.800727799448757 5 dx .
3 6 -6.800727799448757 5 dx .
4 6 -6.800727799448757 5 dx .
5 6 -6.800727799448757 5 dx .
6 6 -7.800727799448757 5 dx .
7 6 -6.800727799448757 5 dx .
8 6 -6.800727799448757 5 dx .
9 6 -6.800727799448757 5 dx .
10 6 -6.800727799448757 5 dx .
11 6 -6.800727799448757 5 dx .
12 6 -6.800727799448757 5 dx .
13 6 -5.800727799448757 5 dx .
14 6 -5.800727799448757 5 dx .
15 6 -4.800727799448757 5 dx .
16 6 -4.800727799448757 5 dx .
17 6 -4.800727799448757 5 dx .
18 6 -3.800727799448757 5 dx .
19 6 -2.800727799448757 5 dx .
20 6 -0.8007277994487572 5 dx .
21 6 -0.8007277994487572 5 dx .
22 6 1.1992722005512428 5 dx .
23 6 3.199272200551243 5 dx .
24 6 5.199272200551243 5 dx .
25 6 7.199272200551243 5 dx .
26 6 9.199272200551242 5 dx .
27 6 12.199272200551242 5 dx .
28 6 15.199272200551242 5 dx .
29 6 17.199272200551242 5 dx .
30 6 21.199272200551242 5 dx .
31 6 23.199272200551242 5 dx .
32 6 8.199272200551242 5 dx .
33 6 -9.800727799448758 5 dx .
34 6 -25.800727799448758 5 dx .
35 6 -34.80072779944876 5 dx .
36 6 -41.80072779944876 5 dx .
37 6 -32.80072779944876 5 dx .
38 6 -23.800727799448758 5 dx .
39 6 -16.800727799448758 5 dx .
40 6 -12.800727799448758 5 dx .
41 6 -9.800727799448758 5 dx .
42 6 -7.800727799448757 5 dx .
43 6 -6.800727799448757 5 dx .
44 6 -6.800727799448757 5 dx .
45 6 -8.800727799448758 5 dx .
46 6 -5.800727799448757 5 dx .
47 6 17.199272200551242 5 dx .
48 6 19.199272200551242 5 dx .
49 6 17.199272200551242 5 dx .
50 6 22.199272200551242 5 dx .
51 6 18.199272200551242 5 dx .
52 6 0.19927220055124284 5 dx .
53 6 -21.800727799448758 5 dx .
54 6 -17.800727799448758 5 dx .
55 6 -17.800727799448758 5 dx .
56 6 -28.800727799448758 5 dx .
57 6 -32.80072779944876 5 dx .
58 6 -29.800727799448758 5 dx .
59 6 -21.800727799448758 5 dx .
60 6 -12.800727799448758 5 dx .
61 6 -13.800727799448758 5 dx .
62 6 -13.800727799448758 5 dx .
63 6 -14.800727799448758 5 dx .
64 6 -4.800727799448757 5 dx .
65 6 5.199272200551243 5 dx .
66 6 12.199272200551242 5 dx .
67 6 22.199272200551242 5 dx .
68 6 30.199272200551242 5 dx .
69 6 32.19927220055124 5 dx .
70 6 15.199272200551242 5 dx .
71 6 -4.800727799448757 5 dx .
72 6 -26.800727799448758 5 dx .
73 6 -26.800727799448758 5 dx .
74 6 -32.80072779944876 5 dx .
75 6 -26.800727799448758 5 dx .
76 6 -24.800727799448758 5 dx .
77 6 -4.800727799448757 5 dx .
78 6 -2.800727799448757 5 dx .
79 6 -2.800727799448757 5 dx .
80 6 1.1992722005512428 5 dx .
81 6 -2.800727799448757 5 dx .
82 6 -4.800727799448757 5 dx .
83 6 0.19927220055124284 5 dx .
84 6 1.1992722005512428 5 dx .
85 6 1.1992722005512428 5 dx .
86 6 -0.8007277994487572 5 dx .
87 6 -9.800727799448758 5 dx .
88 6 -6.800727799448757 5 dx .
89 6 2.199272200551243 5 dx .
90 6 -1.8007277994487572 5 dx .
91 6 8.199272200551242 5 dx .
92 6 4.199272200551243 5 dx .
93 6 -0.8007277994487572 5 dx .
94 6 -3.800727799448757 5 dx .
95 6 -10.800727799448758 5 dx .
96 6 -4.800727799448757 5 dx .
97 6 0.19927220055124284 5 dx .
98 6 5.199272200551243 5 dx .
99 6 -0.8007277994487572 5 dx .
0 7 -6.178947649749587 5 dx .
1 7 -7.178947649749587 5 dx .
2 7 -6.178947649749587 5 dx .
3 7 -7.178947649749587 5 dx .
4 7 -7.178947649749587 5 dx .
5 7 -6.178947649749587 5 dx .
6 7 -7.178947649749587 5 dx .
7 7 -6.178947649749587 5 dx .
8 7 -6.178947649749587 5 dx .
9 7 -5.178947649749587 5 dx .
10 7 -5.178947649749587 5 dx .
11 7 -4.178947649749587 5 dx .
12 7 -3.1789476497495874 5 dx .
13 7 -2.1789476497495874 5 dx .
14 7 -2.1789476497495874 5 dx .
15 7 -0.17894764974958743 5 dx .
16 7 -0.17894764974958743 5 dx .
17 7 0.8210523502504126 5 dx .
18 7 1.8210523502504126 5 dx .
19 7 2.8210523502504126 5 dx .
20 7 4.821052350250413 5 dx .
21 7 4.821052350250413 5 dx .
22 7 6.821052350250413 5 dx .
23 7 8.821052350250412 5 dx .
24 7 9.821052350250412 5 dx .
25 7 11.821052350250412 5 dx .
26 7 12.821052350250412 5 dx .
27 7 14.821052350250412 5 dx .
28 7 15.821052350250412 5 dx .
29 7 17.82105235025041 5 dx .
30 7 19.82105235025041 5 dx .
